# .dat format file
5	205
0.740000  0.040300  0.400000  
0.730000  0.041600  0.400000  
0.720000  0.042800  0.400000  
0.710000  0.044000  0.400000  
0.700000  0.045100  0.400000  
0.690000  0.046200  0.400000  
0.680000  0.047200  0.400000  
0.670000  0.048200  0.400000  
0.660000  0.049100  0.400000  
0.650000  0.050000  0.400000  
0.640000  0.050800  0.400000  
0.630000  0.051600  0.400000  
0.620000  0.052300  0.400000  
0.610000  0.053000  0.400000  
0.600000  0.053700  0.400000  
0.590000  0.054300  0.400000  
0.580000  0.054900  0.400000  
0.570000  0.055400  0.400000  
0.560000  0.055900  0.400000  
0.550000  0.056400  0.400000  
0.540000  0.056900  0.400000  
0.530000  0.057300  0.400000  
0.520000  0.057700  0.400000  
0.510000  0.058100  0.400000  
0.500000  0.058400  0.400000  
0.490000  0.058700  0.400000  
0.480000  0.059000  0.400000  
0.470000  0.059200  0.400000  
0.460000  0.059400  0.400000  
0.450000  0.059600  0.400000  
0.440000  0.059800  0.400000  
0.430000  0.059900  0.400000  
0.420000  0.060000  0.400000  
0.410000  0.060100  0.400000  
0.400000  0.060100  0.400000  
0.390000  0.060100  0.400000  
0.380000  0.060100  0.400000  
0.370000  0.060100  0.400000  
0.360000  0.060000  0.400000  
0.350000  0.059900  0.400000  
0.340000  0.059800  0.400000  
0.330000  0.059600  0.400000  
0.320000  0.059400  0.400000  
0.310000  0.059200  0.400000  
0.300000  0.059000  0.400000  
0.290000  0.058700  0.400000  
0.280000  0.058400  0.400000  
0.270000  0.058000  0.400000  
0.260000  0.057600  0.400000  
0.250000  0.057200  0.400000  
0.240000  0.056700  0.400000  
0.230000  0.056200  0.400000  
0.220000  0.055700  0.400000  
0.210000  0.055100  0.400000  
0.200000  0.054400  0.400000  
0.190000  0.053700  0.400000  
0.180000  0.053000  0.400000  
0.170000  0.052200  0.400000  
0.160000  0.051300  0.400000  
0.150000  0.050400  0.400000  
0.140000  0.049400  0.400000  
0.130000  0.048300  0.400000  
0.120000  0.047100  0.400000  
0.110000  0.045900  0.400000  
0.100000  0.044600  0.400000  
0.090000  0.043100  0.400000  
0.080000  0.041500  0.400000  
0.070000  0.039700  0.400000  
0.060000  0.037700  0.400000  
0.050000  0.035400  0.400000  
0.040000  0.032700  0.400000  
0.030000  0.029400  0.400000  
0.020000  0.025200  0.400000  
0.010000  0.019000  0.400000  
0.005000  0.014100  0.400000  
0.002000  0.009200  0.400000  
0.000000  0.000000  0.400000  
0.002000  -0.009200 0.400000  
0.005000  -0.014100 0.400000  
0.010000  -0.019000 0.400000  
0.020000  -0.025200 0.400000  
0.030000  -0.029400 0.400000  
0.040000  -0.032700 0.400000  
0.050000  -0.035300 0.400000  
0.060000  -0.037600 0.400000  
0.070000  -0.039600 0.400000  
0.080000  -0.041400 0.400000  
0.090000  -0.043000 0.400000  
0.100000  -0.044500 0.400000  
0.110000  -0.045900 0.400000  
0.120000  -0.047200 0.400000  
0.130000  -0.048400 0.400000  
0.140000  -0.049500 0.400000  
0.150000  -0.050500 0.400000  
0.160000  -0.051400 0.400000  
0.170000  -0.052300 0.400000  
0.180000  -0.053100 0.400000  
0.190000  -0.053900 0.400000  
0.200000  -0.054600 0.400000  
0.210000  -0.055300 0.400000  
0.220000  -0.055900 0.400000  
0.230000  -0.056400 0.400000  
0.240000  -0.056900 0.400000  
0.250000  -0.057400 0.400000  
0.260000  -0.057800 0.400000  
0.270000  -0.058200 0.400000  
0.280000  -0.058500 0.400000  
0.290000  -0.058800 0.400000  
0.300000  -0.059100 0.400000  
0.310000  -0.059300 0.400000  
0.320000  -0.059500 0.400000  
0.330000  -0.059600 0.400000  
0.340000  -0.059700 0.400000  
0.350000  -0.059800 0.400000  
0.360000  -0.059800 0.400000  
0.370000  -0.059800 0.400000  
0.380000  -0.059800 0.400000  
0.390000  -0.059700 0.400000  
0.400000  -0.059600 0.400000  
0.410000  -0.059400 0.400000  
0.420000  -0.059200 0.400000  
0.430000  -0.058900 0.400000  
0.440000  -0.058600 0.400000  
0.450000  -0.058200 0.400000  
0.460000  -0.057800 0.400000  
0.470000  -0.057300 0.400000  
0.480000  -0.056700 0.400000  
0.490000  -0.056100 0.400000  
0.500000  -0.055400 0.400000  
0.510000  -0.054600 0.400000  
0.520000  -0.053700 0.400000  
0.530000  -0.052800 0.400000  
0.540000  -0.051800 0.400000  
0.550000  -0.050800 0.400000  
0.560000  -0.049600 0.400000  
0.570000  -0.048400 0.400000  
0.580000  -0.047100 0.400000  
0.590000  -0.045700 0.400000  
0.600000  -0.044300 0.400000  
0.610000  -0.042900 0.400000  
0.620000  -0.041400 0.400000  
0.630000  -0.039800 0.400000  
0.640000  -0.038200 0.400000  
0.650000  -0.036600 0.400000  
0.660000  -0.034900 0.400000  
0.670000  -0.033200 0.400000  
0.680000  -0.031500 0.400000  
0.690000  -0.029800 0.400000  
0.700000  -0.028000 0.400000  
0.710000  -0.026200 0.400000  
0.720000  -0.024400 0.400000  
0.730000  -0.022600 0.400000  
0.740000  -0.020800 0.400000  
0.750000  -0.019100 0.400000  
0.760000  -0.017400 0.400000  
0.770000  -0.015700 0.400000  
0.780000  -0.014100 0.400000  
0.790000  -0.012500 0.400000  
0.800000  -0.011000 0.400000  
0.810000  -0.009500 0.400000  
0.820000  -0.008200 0.400000  
0.830000  -0.007000 0.400000  
0.840000  -0.005900 0.400000  
0.850000  -0.005000 0.400000  
0.860000  -0.004300 0.400000  
0.870000  -0.003800 0.400000  
0.880000  -0.003500 0.400000  
0.890000  -0.003300 0.400000  
0.900000  -0.003400 0.400000  
0.910000  -0.003600 0.400000  
0.920000  -0.004100 0.400000  
0.930000  -0.004900 0.400000  
0.940000  -0.005900 0.400000  
0.950000  -0.007200 0.400000  
0.960000  -0.008700 0.400000  
0.970000  -0.010500 0.400000  
0.980000  -0.012600 0.400000  
0.990000  -0.015000 0.400000  
1.000000  -0.017700 0.400000  
